latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp
-30.60163,-52.75696,332.8,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,301.6,22.7
-30.59421,-52.75394,328.7,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,301.4,2.9
-30.42655,-52.42277,328.1,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.5,2.2
-30.42666,-52.42221,326.5,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.3,1.6
-30.31895,-51.88947,340.8,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.3,4.3
-30.85663,-56.552,331.9,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.4,1.9
-30.03805,-51.56441,325.2,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.4,1.3
-29.99106,-52.17221,341.7,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.2,5
-29.81645,-51.17461,329.6,0.4,0.4,2017-04-29,17:06,N,low,1.0NRT,302.4,3.8
-30.49643,-57.3898,333.3,0.4,0.5,2017-04-29,17:06,N,nominal,1.0NRT,297.9,2.5
-30.49703,-57.38838,327.6,0.4,0.5,2017-04-29,17:06,N,low,1.0NRT,297.7,2.9
-29.83454,-52.46567,331.9,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.1,1.2
-29.6929,-51.58527,335.9,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.9,2.6
-30.77221,-61.64333,344.2,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,299,4.4
-30.7727,-61.64343,338.4,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,298.2,2.8
-30.773,-61.64748,327.2,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.2,2.8
-30.37489,-58.28222,344.2,0.5,0.5,2017-04-29,17:06,N,nominal,1.0NRT,297.7,9.4
-30.37651,-58.27832,329.8,0.5,0.5,2017-04-29,17:06,N,nominal,1.0NRT,297.5,3.9
-30.37702,-58.28335,340.2,0.5,0.5,2017-04-29,17:06,N,nominal,1.0NRT,297.5,3.1
-29.5054,-51.50142,331.5,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,295.4,3.1
-29.75467,-53.26467,334.7,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.4,3.8
-29.06725,-49.90528,339.1,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.6,4.3
-30.28032,-60.03292,327,0.6,0.5,2017-04-29,17:06,N,nominal,1.0NRT,295.9,2.5
-30.24896,-60.01706,325.5,0.6,0.5,2017-04-29,17:06,N,nominal,1.0NRT,296.1,2.6
-29.11075,-50.58778,329.4,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299.4,2.3
-30.10784,-58.68634,344.7,0.5,0.5,2017-04-29,17:06,N,nominal,1.0NRT,297.8,6.8
-30.10376,-58.69216,335.2,0.5,0.5,2017-04-29,17:06,N,nominal,1.0NRT,297.5,6.8
-30.10387,-58.68958,340.9,0.5,0.5,2017-04-29,17:06,N,nominal,1.0NRT,297,6.7
-30.50741,-63.93328,356.5,0.5,0.7,2017-04-29,17:06,N,nominal,1.0NRT,301.8,9.4
-29.0905,-50.86287,325.7,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,294.4,2.2
-29.86614,-56.90813,337,0.4,0.5,2017-04-29,17:06,N,nominal,1.0NRT,295.7,3.2
-28.88048,-49.76617,326.8,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.6,1.4
-29.3684,-53.10917,329.2,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299.4,2.6
-30.32543,-63.02173,327.2,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.8,2.6
-28.69891,-49.2651,328.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.5,4.4
-28.69548,-49.26584,344.2,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.7,4.4
-30.12923,-61.2335,367,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,300.8,10.3
-29.43632,-54.64224,332.3,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,300.3,4
-29.43611,-54.64057,332,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299,4.3
-28.59086,-49.16107,335.3,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298,4.2
-29.05312,-52.09132,329.5,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,295.6,7.1
-30.00809,-61.3025,332,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.8,2.5
-30.00836,-61.30627,328.2,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297,2.5
-30.00489,-61.30288,334.8,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.8,2.6
-30.00519,-61.30664,334.4,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.8,2.6
-29.96188,-61.3032,367,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,299,7.5
-29.57457,-57.13208,333.1,0.4,0.5,2017-04-29,17:06,N,nominal,1.0NRT,299.4,5.2
-29.56999,-57.12845,347.3,0.4,0.5,2017-04-29,17:06,N,nominal,1.0NRT,304.2,12.1
-29.95654,-61.3037,325.3,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.3,2.1
-28.48799,-49.40646,333,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,294.9,4.3
-27.24341,-49.89656,331.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.8,4.6
-27.22362,-50.13314,334.3,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,295.9,2.9
-26.97393,-49.56484,325.3,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,292.7,2.3
-27.06417,-51.12116,347,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,304.5,11.3
-26.81615,-49.95752,333,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,295.8,2.6
-27.07702,-51.70098,327.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,295.7,1.4
-27.36877,-53.71764,342.4,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,301,4.9
-26.95196,-51.09474,346.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,302.9,18.9
-26.95258,-51.09865,333.4,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,304.4,25.4
-26.94863,-51.09539,345.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299.3,18.9
-27.11916,-52.20523,326.7,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,293.1,1.8
-28.24289,-62.32352,367,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,303,13.7
-26.90621,-51.24076,326.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299.9,1.6
-26.59796,-49.65495,331.9,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299,14.2
-26.59867,-49.65917,340.4,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.6,14.2
-27.25498,-54.95029,330.1,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.7,4
-26.4943,-50.42051,332.1,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,293.5,6.1
-26.75238,-52.10477,340.2,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,310.7,29
-26.75297,-52.10865,294.4,0.4,0.4,2017-04-29,17:06,N,low,1.0NRT,302.1,29
-26.46589,-50.86943,329.4,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.2,2.2
-26.4816,-52.07188,325.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.7,1.2
-26.68641,-54.23444,328.1,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.7,2.1
-25.94781,-49.44723,330.4,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,292,2.6
-26.38187,-52.17386,346.2,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,307,11.5
-26.23777,-51.43738,339.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.5,6.9
-27.51233,-62.31335,335.8,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,299.9,3.2
8.91608,-65.72874,343.2,0.4,0.5,2017-04-29,17:18,N,nominal,1.0NRT,303.2,14.9
9.02747,-65.07178,332.8,0.6,0.4,2017-04-29,17:18,N,nominal,1.0NRT,298.5,5.2
9.02678,-65.06813,334.7,0.6,0.4,2017-04-29,17:18,N,nominal,1.0NRT,301.4,10
8.91483,-65.72389,344.2,0.4,0.5,2017-04-29,17:18,N,nominal,1.0NRT,303.7,13.7
8.91418,-65.72763,347.3,0.4,0.5,2017-04-29,17:18,N,nominal,1.0NRT,304.2,13.2
8.91896,-65.72458,335.5,0.4,0.5,2017-04-29,17:18,N,nominal,1.0NRT,302.3,10
9.06931,-64.88804,332.4,0.5,0.4,2017-04-29,17:18,N,nominal,1.0NRT,300.1,3
9.07322,-64.88869,330.7,0.5,0.4,2017-04-29,17:18,N,nominal,1.0NRT,300.5,3
9.03785,-65.24512,346.7,0.4,0.4,2017-04-29,17:18,N,nominal,1.0NRT,299.1,7.9
8.67368,-67.544,341.1,0.5,0.5,2017-04-29,17:18,N,nominal,1.0NRT,292.8,10.2
9.16033,-64.98889,330.2,0.6,0.4,2017-04-29,17:18,N,low,1.0NRT,300.8,10.3
-26.06631,-51.36168,335.4,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.4,4
-27.35974,-62.76014,336.4,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,299,4.4
-26.62664,-56.04628,327.6,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299.3,3.1
-26.28994,-53.68363,326.2,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,294,2.2
-26.55844,-56.26918,332,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299.6,3.3
-26.27549,-54.61249,332.7,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,300,3
-26.02128,-52.83575,340.8,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,306,4.1
-26.28381,-56.09341,325.1,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.1,1.7
-25.70657,-53.13091,336.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,303.3,5
-25.80639,-53.98068,332,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299.9,3.8
-25.20065,-50.91117,330.5,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,294.1,5.2
-25.20128,-50.91511,325.9,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,290.1,5.2
-25.14219,-50.89408,327.2,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,291.4,2.2
-25.84609,-57.94863,345.9,0.4,0.5,2017-04-29,17:06,N,nominal,1.0NRT,293.4,5.3
-25.60847,-56.11237,330.7,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.5,4.3
-25.65484,-56.54502,333.3,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.7,3.9
-25.81439,-60.95852,340,0.6,0.5,2017-04-29,17:06,N,nominal,1.0NRT,300.1,22.1
-29.72422,-59.17807,335.3,0.5,0.5,2017-04-29,17:06,N,nominal,1.0NRT,296.5,3.1
-29.97031,-62.53714,367,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,298.5,8.4
-29.97002,-62.53265,338,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.4,8.6
-29.72233,-59.17505,325.9,0.5,0.5,2017-04-29,17:06,N,nominal,1.0NRT,294.2,4.5
-28.34883,-48.97187,340,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,295.7,4.1
-29.96991,-62.53617,367,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,298.6,10.6
-29.9696,-62.53167,331.8,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.8,6.6
-29.96417,-62.53662,347.2,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.5,3.8
-29.96448,-62.54111,341.4,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.4,3.8
-29.95812,-62.53262,325.4,0.4,0.6,2017-04-29,17:06,N,low,1.0NRT,296.7,8.2
-29.95843,-62.5371,335.3,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.6,3.8
-29.96867,-62.95348,342.4,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,298.2,4.3
-29.84846,-61.40213,367,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,304.1,13.5
-29.84875,-61.40592,356.1,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,300.9,13.5
-29.95447,-62.91652,351.3,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.3,6.8
-29.94394,-62.93637,367,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,300.6,11.3
-28.28289,-49.30839,325.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.3,1.3
-29.77741,-62.52242,334.8,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.2,4.1
-29.77677,-62.52164,330.5,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,295.6,3.6
-29.66208,-61.16062,332.5,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.6,2.6
-29.74395,-62.54672,367,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.1,8.2
-29.61591,-60.85233,329.8,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.6,2.1
-29.6162,-60.85582,337.3,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.9,2.1
-29.74364,-62.54227,341.4,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296,8.2
-29.62368,-61.49551,325.6,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.3,1.7
-29.70841,-62.98343,336.9,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.5,2.8
-29.24473,-57.67699,329.3,0.4,0.5,2017-04-29,17:06,N,nominal,1.0NRT,296.7,2.8
-28.06258,-49.05102,329.2,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,293.2,4.5
-28.06334,-49.0554,329.8,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.7,3.8
-28.06238,-49.05471,336.7,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.5,6.2
-29.24552,-57.67559,326.6,0.4,0.5,2017-04-29,17:06,N,low,1.0NRT,296.7,3.3
-29.2408,-57.67171,333,0.4,0.5,2017-04-29,17:06,N,nominal,1.0NRT,297,3
-29.24127,-57.67615,339.2,0.4,0.5,2017-04-29,17:06,N,nominal,1.0NRT,297.2,3.3
-29.23655,-57.67228,339.2,0.4,0.5,2017-04-29,17:06,N,nominal,1.0NRT,298,3.8
-29.51324,-60.88813,328.6,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.6,1.8
-29.59046,-62.26121,353,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.7,7.5
-28.00474,-49.13817,346,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,295.9,6.1
-29.57387,-62.26694,339.5,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.7,2.1
-28.99012,-56.5292,342,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.3,6
-29.49976,-62.71379,326,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,295.8,3
-28.74641,-55.67198,330.3,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,303.2,2.9
-28.03731,-50.64624,331.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,300.3,5.1
-28.03794,-50.6502,344.5,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,302.4,7
-29.27147,-61.15695,339.3,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,298.5,5.5
-29.27175,-61.16056,338.6,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,298.3,3.1
-29.24675,-61.29765,329,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.6,2.1
-29.13882,-61.07234,332.2,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.7,2.8
-29.13909,-61.07589,340.8,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,298.3,2.8
-29.13937,-61.07944,325.7,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.5,2
-29.08875,-60.56953,325.6,0.6,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.3,3.4
-29.08369,-60.57008,326,0.6,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.6,3.4
-27.90836,-50.75339,336.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.2,2.7
-27.90669,-50.75346,340.9,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.4,5.1
-29.13838,-61.0729,334.6,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,298,2.6
-29.13868,-61.07644,341.2,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,298.2,2.6
-29.08506,-60.57092,339.5,0.6,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.5,5.5
-29.1178,-61.07852,354.3,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,298.8,3.9
-29.11259,-61.07905,339.8,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.5,3.9
-29.05956,-61.07374,341.4,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.9,3.3
-29.0604,-61.08435,325.6,0.3,0.6,2017-04-29,17:06,N,low,1.0NRT,297.8,1.7
-28.52151,-55.71088,328.6,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,301,2.2
-28.94906,-61.00452,337.7,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.8,3
-28.9436,-61.00157,327.5,0.3,0.6,2017-04-29,17:06,N,low,1.0NRT,297.5,2.9
-28.93295,-60.99916,325.6,0.3,0.6,2017-04-29,17:06,N,low,1.0NRT,296.6,3.3
-28.93182,-60.99984,335.1,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.3,4.2
-27.32158,-48.80973,328.3,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.3,3
-27.39883,-49.66825,325.9,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,295.7,0.7
-27.26334,-48.99435,327.1,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,294,2.4
-28.76114,-60.8406,327,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.5,3.3
-28.76199,-60.85075,335.4,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,297.5,2.1
-28.76228,-60.85414,329.9,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.6,1.5
-28.75658,-60.8479,326,0.3,0.6,2017-04-29,17:06,N,low,1.0NRT,296.8,2.1
-28.75146,-60.84843,344.5,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.6,2.5
-24.98628,-55.16014,329.8,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,289.4,2.4
-24.9877,-55.1634,330.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,289.4,1.9
-25.03985,-56.49301,337.1,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.3,8.1
-24.95651,-56.31575,327.5,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299.4,2
-25.32471,-59.59977,338.2,0.5,0.5,2017-04-29,17:06,N,nominal,1.0NRT,296.2,2.8
-24.81029,-55.88899,325.7,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,294.9,3.7
-24.77473,-55.9599,332.9,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.9,5.2
-24.77488,-55.9582,330.7,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.8,5.5
-24.69323,-56.01834,348.2,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,294.1,33.8
-24.71661,-56.44982,325.7,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,292.7,2.9
-24.63635,-55.88921,326.3,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,294.2,1.9
-23.76553,-50.26686,346.3,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.4,5.1
-24.77454,-57.52924,325.5,0.6,0.4,2017-04-29,17:06,N,low,1.0NRT,296,3.9
-24.77057,-57.5298,336.4,0.6,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.5,4.1
-24.47624,-56.1764,333.3,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,285.7,6.7
-24.47445,-56.17906,345.2,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,285.6,5.4
-23.81548,-52.12305,335.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.5,3.6
-23.71769,-51.90598,331.9,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,301.1,2.7
-23.71435,-51.9066,337.3,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,300.8,2.7
-23.56828,-51.66615,331,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.9,2.2
-23.45981,-51.9265,326.5,0.4,0.4,2017-04-29,17:06,N,low,1.0NRT,301.4,2
-23.54936,-53.4116,333,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,302.2,5.6
-23.60455,-53.78643,329,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,302,2.1
-23.02904,-50.44468,331.7,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.1,2.2
-23.27181,-52.60365,328,0.4,0.4,2017-04-29,17:06,N,low,1.0NRT,300.6,2.2
-23.01723,-52.95046,327.1,0.4,0.4,2017-04-29,17:06,N,low,1.0NRT,300.3,1.3
-17.89216,-62.18216,349.6,0.6,0.5,2017-04-29,17:12,N,nominal,1.0NRT,299.2,37.1
-17.88665,-62.17712,336.2,0.6,0.5,2017-04-29,17:12,N,nominal,1.0NRT,291.8,50.2
-17.88728,-62.18272,347,0.6,0.5,2017-04-29,17:12,N,nominal,1.0NRT,291.8,37.1
-17.86163,-62.17445,343.2,0.6,0.5,2017-04-29,17:12,N,nominal,1.0NRT,296.4,10.2
-17.86225,-62.18003,336.2,0.6,0.5,2017-04-29,17:12,N,nominal,1.0NRT,295.2,10.2
-15.32972,-46.79079,367,0.6,0.5,2017-04-29,17:12,N,nominal,1.0NRT,295,15.6
-15.32868,-46.78536,335.2,0.6,0.5,2017-04-29,17:12,N,nominal,1.0NRT,291.4,15.6
-15.33076,-46.79624,339.1,0.6,0.5,2017-04-29,17:12,N,nominal,1.0NRT,291.8,11.5
-15.56769,-48.40059,331.5,0.5,0.5,2017-04-29,17:12,N,nominal,1.0NRT,296.3,6
-14.33386,-45.20531,340.5,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,298.4,4.1
-16.96925,-63.22837,333,0.3,0.6,2017-04-29,17:12,N,nominal,1.0NRT,290.6,3.3
-16.1124,-57.02626,332.9,0.4,0.4,2017-04-29,17:12,N,nominal,1.0NRT,294.5,2.7
-16.10834,-57.0228,347.9,0.4,0.4,2017-04-29,17:12,N,nominal,1.0NRT,299.2,13.2
-13.23342,-43.53787,337.9,0.5,0.7,2017-04-29,17:12,N,nominal,1.0NRT,302.4,1.4
-14.43502,-49.89311,338.2,0.4,0.4,2017-04-29,17:12,N,nominal,1.0NRT,297.6,4.4
-16.11668,-62.01267,336.1,0.5,0.5,2017-04-29,17:12,N,nominal,1.0NRT,292.7,4.7
-13.04476,-45.43456,330.6,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,299.1,2.5
-13.03573,-45.41725,335.7,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,298.3,2.7
-12.99387,-45.8461,339.7,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,305.8,5.1
-13.94346,-52.86118,355.1,0.4,0.4,2017-04-29,17:12,N,nominal,1.0NRT,303.3,30.3
-13.93999,-52.86176,338.7,0.4,0.4,2017-04-29,17:12,N,nominal,1.0NRT,296.6,5.4
-12.51587,-45.69034,367,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,300.1,6.4
-12.5104,-45.69131,338.3,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,299.2,6.4
-13.84367,-53.92814,338.8,0.4,0.4,2017-04-29,17:12,N,nominal,1.0NRT,295.3,2.8
-13.43244,-51.95934,348.2,0.5,0.4,2017-04-29,17:12,N,nominal,1.0NRT,301,8.7
-12.90643,-48.92558,348.8,0.5,0.5,2017-04-29,17:12,N,nominal,1.0NRT,298.3,25.7
-15.10593,-63.95987,326.9,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,290.4,2
-13.00836,-49.52441,341.4,0.4,0.5,2017-04-29,17:12,N,nominal,1.0NRT,297.1,5.1
-13.00906,-49.52838,333.3,0.4,0.5,2017-04-29,17:12,N,nominal,1.0NRT,297.4,5.1
-13.88805,-55.26622,335.1,0.4,0.4,2017-04-29,17:12,N,nominal,1.0NRT,292.5,3.6
-14.36699,-58.91077,342.5,0.5,0.4,2017-04-29,17:12,N,nominal,1.0NRT,299.7,19.3
-14.36258,-58.90657,341.7,0.5,0.4,2017-04-29,17:12,N,nominal,1.0NRT,302.1,31.1
-14.36322,-58.91125,344.8,0.5,0.4,2017-04-29,17:12,N,nominal,1.0NRT,295.9,31.1
-12.13772,-45.70136,348.9,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,301.6,9.3
-12.13842,-45.70496,350.3,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,299.5,6.1
-12.13866,-45.70311,367,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,303.2,12.1
-11.76896,-45.75774,367,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,306.6,8.1
-11.76826,-45.75407,339.2,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,303.1,10.2
-11.76966,-45.76142,335.2,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,304.1,8.1
-11.76275,-45.75513,350,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,302,25.3
-11.76346,-45.7588,356.9,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,308.2,41.2
-11.76416,-45.76247,353.8,0.4,0.6,2017-04-29,17:12,N,nominal,1.0NRT,305.1,41.2
-13.37285,-55.12402,339.7,0.4,0.4,2017-04-29,17:12,N,nominal,1.0NRT,298.5,5.5
-12.21061,-48.76643,337.5,0.5,0.5,2017-04-29,17:12,N,nominal,1.0NRT,297.7,4
-12.20612,-48.76719,344.4,0.5,0.5,2017-04-29,17:12,N,nominal,1.0NRT,297.4,7.5
-11.96359,-47.75922,332.7,0.6,0.5,2017-04-29,17:12,N,nominal,1.0NRT,296.9,11.7
-11.96457,-47.76463,334.2,0.6,0.5,2017-04-29,17:12,N,nominal,1.0NRT,295.2,4.5
-13.77115,-59.27202,327.8,0.5,0.4,2017-04-29,17:12,N,nominal,1.0NRT,289.1,2.1
-11.91113,-49.68605,357.5,0.4,0.5,2017-04-29,17:12,N,nominal,1.0NRT,302.8,16.2
-11.91184,-49.69004,344.5,0.4,0.5,2017-04-29,17:12,N,nominal,1.0NRT,300,16.2
